"list_record_id","list_type","primary_name","aliases","date_of_birth","nationality","country","position_or_role","note"
"WL-00069","PEP_SYNTHETIC","Drs. Wahyu Cahya Hartono","","","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00070","SANCTIONS_SYNTHETIC","Hj. Indah Situmorang","","1951-09-25","ID","ID","","Synthetic record; not derived from any real list."
"WL-00071","SANCTIONS_SYNTHETIC","H. Joko Kusuma","","","ID","ID","","Synthetic record; not derived from any real list."
"WL-00072","PEP_SYNTHETIC","Yuda Anggraini","","1979-03-22","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00073","INTERNAL_WATCH","Wahyu Siregar","Wehyu Siregar","","JP","ID","","Synthetic record; not derived from any real list."
"WL-00074","INTERNAL_WATCH","Hadi Joko Halim","","1998-08-03","MY","ID","","Synthetic record; not derived from any real list."
"WL-00075","PEP_SYNTHETIC","Umi Hidayat","Umi Hideyat","1983-08-20","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-00076","SANCTIONS_SYNTHETIC","Rahmat Saputra","","","ID","ID","","Synthetic record; not derived from any real list."
"WL-00077","PEP_SYNTHETIC","Hj. Wulan Saputra","","","SA","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00078","INTERNAL_WATCH","Drs. Dian Wijaya","","1982-12-20","ID","ID","","Synthetic record; not derived from any real list."
"WL-00079","PEP_SYNTHETIC","Yuda Suryadi","","1998-02-18","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00080","PEP_SYNTHETIC","Wulan Gunawan","Wulen Gunawan","1970-10-27","MY","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-00081","SANCTIONS_SYNTHETIC","Drs. Bayu Oki Lubis","Drs. Beyu Oki Lubis","1989-04-21","ID","ID","","Synthetic record; not derived from any real list."
"WL-00082","PEP_SYNTHETIC","Drs. Iwan Santoso","","1995-08-16","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00083","SANCTIONS_SYNTHETIC","Gilang Ramadhan","Gileng Ramadhan","1967-02-01","ID","ID","","Synthetic record; not derived from any real list."
"WL-00084","SANCTIONS_SYNTHETIC","Putri Siregar","Putri Sireger","1976-02-09","ID","ID","","Synthetic record; not derived from any real list."
"WL-00085","SANCTIONS_SYNTHETIC","Ir. Siti Nugroho","Ir. Siti Nugroho","","MY","ID","","Synthetic record; not derived from any real list."
"WL-00086","PEP_SYNTHETIC","Dra. Sari Gunawan","","1973-07-28","SA","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00087","PEP_SYNTHETIC","Bayu Oki Halim","","","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00088","PEP_SYNTHETIC","Wulan Halim","Wulen Halim","1984-06-05","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00089","SANCTIONS_SYNTHETIC","Sari Anggraini","","1966-09-07","ID","ID","","Synthetic record; not derived from any real list."
"WL-00090","INTERNAL_WATCH","Fajar Halim","","1951-07-28","ID","ID","","Synthetic record; not derived from any real list."
"WL-00091","PEP_SYNTHETIC","Dra. Vina Saputra","","1977-04-06","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00092","SANCTIONS_SYNTHETIC","Dra. Indah Anggraini","Dre. Indah Anggraini","","ID","ID","","Synthetic record; not derived from any real list."
"WL-00093","INTERNAL_WATCH","Yuda Anggraini","","","ID","ID","","Synthetic record; not derived from any real list."
"WL-00094","PEP_SYNTHETIC","Gita Suryadi","","1987-08-06","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00095","PEP_SYNTHETIC","Ir. Oki Ramadhan","Ir. Oki Remadhan","","AU","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00096","PEP_SYNTHETIC","Hj. Kartika Lubis","","","US","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00097","PEP_SYNTHETIC","H. Wahyu Lubis","H. Wehyu Lubis","","AU","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00098","PEP_SYNTHETIC","Bayu Hidayat","","","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00099","SANCTIONS_SYNTHETIC","Gilang Bagus Situmorang","Gileng Bagus Situmorang","1962-10-20","KR","ID","","Synthetic record; not derived from any real list."
"WL-00100","PEP_SYNTHETIC","Dewi Nugroho","Dewi Nugroho","1953-01-13","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00101","INTERNAL_WATCH","Wulan Dewi Santoso","","1985-03-25","ID","ID","","Synthetic record; not derived from any real list."
"WL-00102","SANCTIONS_SYNTHETIC","Citra Nugroho","","","ID","ID","","Synthetic record; not derived from any real list."
"WL-00103","PEP_SYNTHETIC","Dra. Sari Santoso","","1966-07-15","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00104","SANCTIONS_SYNTHETIC","Ir. Siti Kusuma","Ir. Siti Kusume","","ID","ID","","Synthetic record; not derived from any real list."
"WL-00105","INTERNAL_WATCH","Ir. Umi Pratama","Ir. Umi Pretama","1979-08-07","ID","ID","","Synthetic record; not derived from any real list."
"WL-00106","SANCTIONS_SYNTHETIC","Hj. Siti Ramadhan","","1967-08-22","US","ID","","Synthetic record; not derived from any real list."
"WL-00107","PEP_SYNTHETIC","Ayu Siregar","Ayu Sireger","","HK","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-00108","PEP_SYNTHETIC","Hj. Ayu Wijaya","","1990-09-28","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00109","PEP_SYNTHETIC","Lestari Santoso","","1982-08-11","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-00110","PEP_SYNTHETIC","Dewi Suryadi","","1954-10-12","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-00111","SANCTIONS_SYNTHETIC","Drs. Oki Nanda Hartono","Drs. Oki Nenda Hartono","1989-12-14","ID","ID","","Synthetic record; not derived from any real list."
"WL-00112","SANCTIONS_SYNTHETIC","Dra. Umi Nugroho","","1979-05-02","ID","ID","","Synthetic record; not derived from any real list."
"WL-00113","PEP_SYNTHETIC","Hj. Siti Halim","","","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00114","PEP_SYNTHETIC","Drs. Gilang Anggraini","Drs. Gileng Anggraini","1998-07-17","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00115","SANCTIONS_SYNTHETIC","Bagus Nanda Maulana","","1961-07-24","AU","ID","","Synthetic record; not derived from any real list."
"WL-00116","SANCTIONS_SYNTHETIC","Iwan Santoso","Iwen Santoso","","ID","ID","","Synthetic record; not derived from any real list."
"WL-00117","INTERNAL_WATCH","Adi Maulana","Adi Meulana","1951-08-06","ID","ID","","Synthetic record; not derived from any real list."
"WL-00118","SANCTIONS_SYNTHETIC","Sari Anggun Situmorang","Seri Anggun Situmorang","","ID","ID","","Synthetic record; not derived from any real list."
"WL-00119","PEP_SYNTHETIC","Gilang Santoso","","1978-03-03","KR","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00120","SANCTIONS_SYNTHETIC","Nanda Anggraini","Nenda Anggraini","","SG","ID","","Synthetic record; not derived from any real list."
"WL-00121","PEP_SYNTHETIC","Rahmat Anggraini","Rehmat Anggraini","","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-00122","SANCTIONS_SYNTHETIC","Sari Citra Hartono","Seri Citra Hartono","","ID","ID","","Synthetic record; not derived from any real list."
"WL-00123","PEP_SYNTHETIC","Ir. Dian Pratama","Ir. Dien Pratama","1967-02-01","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00124","SANCTIONS_SYNTHETIC","Hj. Rina Gita Saputra","","","ID","ID","","Synthetic record; not derived from any real list."
"WL-00125","PEP_SYNTHETIC","Ir. Dian Yuda Permana","","1969-08-06","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
