"list_record_id","list_type","primary_name","aliases","date_of_birth","nationality","country","position_or_role","note"
"WL-00069","PEP_SYNTHETIC","Drs. Wahyu Cahya Hartono","","","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00070","SANCTIONS_SYNTHETIC","Hj. Indah Situmorang","","1951-09-25","ID","ID","","Synthetic record; not derived from any real list."
"WL-00071","SANCTIONS_SYNTHETIC","H. Joko Kusuma","","","ID","ID","","Synthetic record; not derived from any real list."
"WL-00072","PEP_SYNTHETIC","Yuda Anggraini","","1979-03-22","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00073","INTERNAL_WATCH","Wahyu Siregar","Wehyu Siregar","","JP","ID","","Synthetic record; not derived from any real list."
"WL-00074","INTERNAL_WATCH","Hadi Joko Halim","","1998-08-03","MY","ID","","Synthetic record; not derived from any real list."
"WL-00075","PEP_SYNTHETIC","Umi Hidayat","Umi Hideyat","1983-08-20","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-00076","SANCTIONS_SYNTHETIC","Rahmat Saputra","","","ID","ID","","Synthetic record; not derived from any real list."
"WL-00077","PEP_SYNTHETIC","Hj. Wulan Saputra","","","SA","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00078","INTERNAL_WATCH","Drs. Dian Wijaya","","1982-12-20","ID","ID","","Synthetic record; not derived from any real list."
"WL-00079","PEP_SYNTHETIC","Yuda Suryadi","","1998-02-18","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00080","PEP_SYNTHETIC","Wulan Gunawan","Wulen Gunawan","1970-10-27","MY","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-00081","SANCTIONS_SYNTHETIC","Drs. Bayu Oki Lubis","Drs. Beyu Oki Lubis","1989-04-21","ID","ID","","Synthetic record; not derived from any real list."
"WL-00082","PEP_SYNTHETIC","Drs. Iwan Santoso","","1995-08-16","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00083","SANCTIONS_SYNTHETIC","Gilang Ramadhan","Gileng Ramadhan","1967-02-01","ID","ID","","Synthetic record; not derived from any real list."
"WL-00084","SANCTIONS_SYNTHETIC","Putri Siregar","Putri Sireger","1976-02-09","ID","ID","","Synthetic record; not derived from any real list."
"WL-00085","SANCTIONS_SYNTHETIC","Ir. Siti Nugroho","Ir. Siti Nugroho","","MY","ID","","Synthetic record; not derived from any real list."
"WL-00086","PEP_SYNTHETIC","Dra. Sari Gunawan","","1973-07-28","SA","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00087","PEP_SYNTHETIC","Bayu Oki Halim","","","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00088","PEP_SYNTHETIC","Wulan Halim","Wulen Halim","1984-06-05","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00089","SANCTIONS_SYNTHETIC","Sari Anggraini","","1966-09-07","ID","ID","","Synthetic record; not derived from any real list."
"WL-00090","INTERNAL_WATCH","Fajar Halim","","1951-07-28","ID","ID","","Synthetic record; not derived from any real list."
"WL-00091","PEP_SYNTHETIC","Dra. Vina Saputra","","1977-04-06","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00092","SANCTIONS_SYNTHETIC","Dra. Indah Anggraini","Dre. Indah Anggraini","","ID","ID","","Synthetic record; not derived from any real list."
"WL-00093","INTERNAL_WATCH","Yuda Anggraini","","","ID","ID","","Synthetic record; not derived from any real list."
"WL-00094","PEP_SYNTHETIC","Gita Suryadi","","1987-08-06","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00095","PEP_SYNTHETIC","Ir. Oki Ramadhan","Ir. Oki Remadhan","","AU","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00096","PEP_SYNTHETIC","Hj. Kartika Lubis","","","US","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00097","PEP_SYNTHETIC","H. Wahyu Lubis","H. Wehyu Lubis","","AU","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00098","PEP_SYNTHETIC","Bayu Hidayat","","","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00099","SANCTIONS_SYNTHETIC","Gilang Bagus Situmorang","Gileng Bagus Situmorang","1962-10-20","KR","ID","","Synthetic record; not derived from any real list."
"WL-00100","PEP_SYNTHETIC","Dewi Nugroho","Dewi Nugroho","1953-01-13","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00101","INTERNAL_WATCH","Wulan Dewi Santoso","","1985-03-25","ID","ID","","Synthetic record; not derived from any real list."
"WL-00102","SANCTIONS_SYNTHETIC","Citra Nugroho","","","ID","ID","","Synthetic record; not derived from any real list."
"WL-00103","PEP_SYNTHETIC","Dra. Sari Santoso","","1966-07-15","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00104","SANCTIONS_SYNTHETIC","Ir. Siti Kusuma","Ir. Siti Kusume","","ID","ID","","Synthetic record; not derived from any real list."
"WL-00105","INTERNAL_WATCH","Ir. Umi Pratama","Ir. Umi Pretama","1979-08-07","ID","ID","","Synthetic record; not derived from any real list."
"WL-00106","SANCTIONS_SYNTHETIC","Hj. Siti Ramadhan","","1967-08-22","US","ID","","Synthetic record; not derived from any real list."
"WL-00107","PEP_SYNTHETIC","Ayu Siregar","Ayu Sireger","","HK","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-00108","PEP_SYNTHETIC","Hj. Ayu Wijaya","","1990-09-28","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00109","PEP_SYNTHETIC","Lestari Santoso","","1982-08-11","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-00110","PEP_SYNTHETIC","Dewi Suryadi","","1954-10-12","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-00111","SANCTIONS_SYNTHETIC","Drs. Oki Nanda Hartono","Drs. Oki Nenda Hartono","1989-12-14","ID","ID","","Synthetic record; not derived from any real list."
"WL-00112","SANCTIONS_SYNTHETIC","Dra. Umi Nugroho","","1979-05-02","ID","ID","","Synthetic record; not derived from any real list."
"WL-00113","PEP_SYNTHETIC","Hj. Siti Halim","","","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00114","PEP_SYNTHETIC","Drs. Gilang Anggraini","Drs. Gileng Anggraini","1998-07-17","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00115","SANCTIONS_SYNTHETIC","Bagus Nanda Maulana","","1961-07-24","AU","ID","","Synthetic record; not derived from any real list."
"WL-00116","SANCTIONS_SYNTHETIC","Iwan Santoso","Iwen Santoso","","ID","ID","","Synthetic record; not derived from any real list."
"WL-00117","INTERNAL_WATCH","Adi Maulana","Adi Meulana","1951-08-06","ID","ID","","Synthetic record; not derived from any real list."
"WL-00118","SANCTIONS_SYNTHETIC","Sari Anggun Situmorang","Seri Anggun Situmorang","","ID","ID","","Synthetic record; not derived from any real list."
"WL-00119","PEP_SYNTHETIC","Gilang Santoso","","1978-03-03","KR","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00120","SANCTIONS_SYNTHETIC","Nanda Anggraini","Nenda Anggraini","","SG","ID","","Synthetic record; not derived from any real list."
"WL-00121","PEP_SYNTHETIC","Rahmat Anggraini","Rehmat Anggraini","","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-00122","SANCTIONS_SYNTHETIC","Sari Citra Hartono","Seri Citra Hartono","","ID","ID","","Synthetic record; not derived from any real list."
"WL-00123","PEP_SYNTHETIC","Ir. Dian Pratama","Ir. Dien Pratama","1967-02-01","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00124","SANCTIONS_SYNTHETIC","Hj. Rina Gita Saputra","","","ID","ID","","Synthetic record; not derived from any real list."
"WL-00125","PEP_SYNTHETIC","Ir. Dian Yuda Permana","","1969-08-06","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-00126","PEP_SYNTHETIC","Siti Santoso","","1974-09-03","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-00127","PEP_SYNTHETIC","Ir. Putri Hartono","","1969-07-12","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-00128","PEP_SYNTHETIC","Dra. Wulan Anggraini","","1952-03-03","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00129","INTERNAL_WATCH","Drs. Rahmat Fajar Pratama","Drs. Rehmat Fajar Pratama","1950-04-17","KR","ID","","Synthetic record; not derived from any real list."
"WL-00130","PEP_SYNTHETIC","Gita Anggun Lubis","Gite Anggun Lubis","1976-09-23","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-00131","PEP_SYNTHETIC","Hj. Putri Siti Wijaya","Hj. Putri Siti Wijeya","1994-12-20","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00132","SANCTIONS_SYNTHETIC","H. Bagus Wijaya","H. Begus Wijaya","1960-02-26","JP","ID","","Synthetic record; not derived from any real list."
"WL-00133","PEP_SYNTHETIC","Drs. Nanda Maulana","","1969-04-25","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-00134","PEP_SYNTHETIC","Gilang Pratama","","1994-11-23","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-00135","PEP_SYNTHETIC","Iwan Santoso","","1986-03-18","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00136","SANCTIONS_SYNTHETIC","H. Yuda Setiawan","","","ID","ID","","Synthetic record; not derived from any real list."
"WL-00137","SANCTIONS_SYNTHETIC","Gita Maulana","","","ID","ID","","Synthetic record; not derived from any real list."
"WL-00138","PEP_SYNTHETIC","Oki Anggraini","Oki Anggreini","1966-02-05","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00139","PEP_SYNTHETIC","Ir. Oki Siregar","","","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00140","PEP_SYNTHETIC","Ir. Yuda Setiawan","","1969-11-07","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00141","PEP_SYNTHETIC","Kartika Maulana","Kertika Maulana","","AU","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00142","PEP_SYNTHETIC","Umi Suryadi","Umi Suryedi","1966-09-14","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00143","PEP_SYNTHETIC","Cahya Adi Simatupang","","1966-07-07","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-00144","PEP_SYNTHETIC","Rina Kartika Hartono","","1966-03-07","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-00145","PEP_SYNTHETIC","Dian Gunawan","Dien Gunawan","1992-12-07","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-00146","PEP_SYNTHETIC","Iwan Kusuma","","","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00147","PEP_SYNTHETIC","Siti Kartika Kusuma","Siti Kertika Kusuma","","AU","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-00148","PEP_SYNTHETIC","Vina Dewi Permana","","1952-06-06","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-00149","PEP_SYNTHETIC","Ir. Anggun Ramadhan","Ir. Anggun Remadhan","1963-07-05","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-00150","PEP_SYNTHETIC","Gita Lestari Gunawan","Gite Lestari Gunawan","1954-02-17","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00151","PEP_SYNTHETIC","Cahya Suryadi","Cehya Suryadi","","US","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00152","SANCTIONS_SYNTHETIC","Zahra Permana","Zehra Permana","1959-09-25","KR","ID","","Synthetic record; not derived from any real list."
"WL-00153","PEP_SYNTHETIC","Bagus Eka Lubis","","1950-06-17","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00154","SANCTIONS_SYNTHETIC","H. Rahmat Kusuma","","1994-11-04","ID","ID","","Synthetic record; not derived from any real list."
"WL-00155","INTERNAL_WATCH","Ir. Vina Santoso","Ir. Vine Santoso","1950-09-18","ID","ID","","Synthetic record; not derived from any real list."
"WL-00156","PEP_SYNTHETIC","Dra. Kartika Simatupang","Dre. Kartika Simatupang","","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00157","PEP_SYNTHETIC","Hj. Rina Siregar","Hj. Rine Siregar","1984-11-02","NL","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00158","PEP_SYNTHETIC","Kartika Gunawan","","","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-00159","PEP_SYNTHETIC","Drs. Yuda Suryadi","","1961-04-10","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00160","PEP_SYNTHETIC","Drs. Rahmat Siregar","","1964-10-20","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00161","PEP_SYNTHETIC","Ir. Bagus Bayu Halim","","","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00162","PEP_SYNTHETIC","H. Bagus Saputra","","1964-08-21","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-00163","SANCTIONS_SYNTHETIC","Vina Maulana","","1997-09-11","ID","ID","","Synthetic record; not derived from any real list."
"WL-00164","PEP_SYNTHETIC","Lestari Anggraini","","1987-05-28","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-00165","SANCTIONS_SYNTHETIC","Vina Lubis","","","ID","ID","","Synthetic record; not derived from any real list."
"WL-00166","INTERNAL_WATCH","Rahmat Iwan Pratama","Rehmat Iwan Pratama","1972-02-26","ID","ID","","Synthetic record; not derived from any real list."
"WL-00167","PEP_SYNTHETIC","Yuda Gunawan","","1982-08-14","ID","ID","Komisaris (sintetis)","Synthetic record; not derived from any real list."
"WL-00168","PEP_SYNTHETIC","Ir. Cahya Ramadhan","","1957-01-26","JP","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-00169","INTERNAL_WATCH","Ir. Adi Nanda Ramadhan","","1971-06-15","ID","ID","","Synthetic record; not derived from any real list."
"WL-00170","PEP_SYNTHETIC","Ir. Yuda Hidayat","","1971-06-16","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00171","PEP_SYNTHETIC","Hj. Ayu Kartika Situmorang","Hj. Ayu Kertika Situmorang","","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00172","PEP_SYNTHETIC","Bagus Wijaya","","1954-10-03","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-00173","INTERNAL_WATCH","Bagus Santoso","","1959-01-03","ID","ID","","Synthetic record; not derived from any real list."
"WL-00174","SANCTIONS_SYNTHETIC","Dra. Wulan Zahra Siregar","Dre. Wulan Zahra Siregar","1954-07-20","ID","ID","","Synthetic record; not derived from any real list."
"WL-00175","SANCTIONS_SYNTHETIC","Sari Wulan Siregar","","1986-08-15","ID","ID","","Synthetic record; not derived from any real list."
"WL-00176","SANCTIONS_SYNTHETIC","Indah Simatupang","","1989-09-20","ID","ID","","Synthetic record; not derived from any real list."
"WL-00177","PEP_SYNTHETIC","Adi Tono Hidayat","","1973-02-10","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-00178","PEP_SYNTHETIC","Dra. Citra Hidayat","","1980-11-10","ID","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00179","PEP_SYNTHETIC","Drs. Nanda Siregar","Drs. Nenda Siregar","1976-10-09","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-00180","PEP_SYNTHETIC","Yuda Siregar","","1978-04-23","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-00181","PEP_SYNTHETIC","Umi Lestari Santoso","Umi Lesteri Santoso","1960-03-13","HK","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
"WL-00182","PEP_SYNTHETIC","Eka Oki Permana","Eke Oki Permana","","ID","ID","Direktur BUMD (sintetis)","Synthetic record; not derived from any real list."
"WL-00183","SANCTIONS_SYNTHETIC","Citra Maulana","Citre Maulana","1956-05-09","ID","ID","","Synthetic record; not derived from any real list."
"WL-00184","SANCTIONS_SYNTHETIC","Iwan Gunawan","","","MY","ID","","Synthetic record; not derived from any real list."
"WL-00185","PEP_SYNTHETIC","Hj. Anggun Halim","Hj. Anggun Helim","1953-11-21","US","ID","Pejabat Daerah (sintetis)","Synthetic record; not derived from any real list."
"WL-00186","SANCTIONS_SYNTHETIC","Sari Hidayat","Seri Hidayat","1960-09-27","ID","ID","","Synthetic record; not derived from any real list."
"WL-00187","PEP_SYNTHETIC","Ir. Ayu Umi Situmorang","","1983-10-14","ID","ID","Kepala Dinas (sintetis)","Synthetic record; not derived from any real list."
"WL-00188","PEP_SYNTHETIC","Hj. Zahra Ramadhan","","1965-02-23","ID","ID","Anggota Dewan (sintetis)","Synthetic record; not derived from any real list."
